#k-mesh    etot(Ry)    For 90 Ry ecutwfc
1 6x6x1    -512.11077986
2 8x8x1    -512.11078120
3 12x12x1  -512.11078115
4 16x16x1  -512.11078134
5 18x18x1  -512.11078139
